Local Time,Label (Target),Attention,Meditation,Alpha,Beta,Theta,Delta,Gamma,Head Pose,Gaze,Emotion
11:07:34 24/5/2026,Tập trung,98,43,80997,223817,68965,132344,26361,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:35 24/5/2026,Tập trung,85,45,98112,277637,23320,147095,19963,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:36 24/5/2026,Tập trung,93,40,82693,181415,72508,88914,26230,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:37 24/5/2026,Tập trung,81,44,76253,201316,56516,51983,39739,Quay trái,Liếc trái,Vui vẻ
11:07:38 24/5/2026,Tập trung,94,47,83841,259290,43850,60004,41953,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:39 24/5/2026,Tập trung,92,44,75170,217702,72461,65593,31736,Quay phải,Liếc phải,Bình thường
11:07:40 24/5/2026,Tập trung,97,52,78175,129817,46179,54700,26376,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:41 24/5/2026,Tập trung,85,43,114078,242096,63400,96053,29879,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:42 24/5/2026,Sao nhãng,91,42,65527,193680,65140,124919,46783,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:43 24/5/2026,Tập trung,77,41,75355,187053,71324,79260,30086,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:44 24/5/2026,Tập trung,82,45,82372,172449,59800,88410,30471,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:45 24/5/2026,Tập trung,77,52,77900,142895,57091,62706,41857,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:46 24/5/2026,Tập trung,90,57,95049,183328,35562,113350,40320,Nhìn thẳng,Nhìn thẳng,Vui vẻ
11:07:47 24/5/2026,Tập trung,88,50,87613,172670,79318,104473,37561,Ngẩng lên,Liếc phải,Bình thường
11:07:48 24/5/2026,Tập trung,78,47,97324,175159,40008,127753,31661,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:49 24/5/2026,Tập trung,98,40,50049,190935,61394,121572,34960,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:50 24/5/2026,Tập trung,84,51,108060,115735,46862,69880,30928,Nhìn thẳng,Nhìn thẳng,Bình thường
11:07:51 24/5/2026,Tập trung,91,41,87443,116909,27479,59757,32834,Quay phải,Liếc lên,Khó chịu
11:08:15 24/5/2026,Sao nhãng,21,93,72305,7330,741361,1113156,5173,Quay trái,Liếc trái,Buồn bã
11:08:16 24/5/2026,Sao nhãng,35,75,28422,12117,606197,739603,2526,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:08:17 24/5/2026,Sao nhãng,10,87,63633,9316,329803,575932,4168,Quay phải,Liếc phải,Buồn bã
11:08:18 24/5/2026,Sao nhãng,11,72,44667,10602,652957,564787,3500,Quay phải,Liếc phải,Khó chịu
11:08:19 24/5/2026,Sao nhãng,26,94,36669,11028,706357,859893,2604,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:08:20 24/5/2026,Sao nhãng,37,76,74795,13683,229896,632456,3104,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:08:21 24/5/2026,Sao nhãng,24,84,49507,7785,717630,1089459,4490,Quay trái,Liếc trái,Khó chịu
11:08:22 24/5/2026,Sao nhãng,13,78,54305,13545,746147,566473,2855,Quay trái,Liếc trái,Ngạc nhiên
11:08:23 24/5/2026,Sao nhãng,10,60,43194,5409,547229,1017117,3686,Quay phải,Liếc phải,Buồn bã
11:08:24 24/5/2026,Sao nhãng,28,78,50041,15007,396590,591243,3365,Ngẩng lên,Liếc lên,Bình thường
11:08:25 24/5/2026,Sao nhãng,28,63,40078,12576,755899,1009528,2949,Quay phải,Liếc phải,Khó chịu
11:08:26 24/5/2026,Sao nhãng,14,81,49937,15218,444079,555740,4083,Quay trái,Liếc trái,Buồn bã
11:08:27 24/5/2026,Sao nhãng,12,66,42355,14699,760839,1085745,3303,Quay phải,Liếc phải,Buồn bã
11:08:28 24/5/2026,Sao nhãng,21,78,57122,11989,496902,1449429,1862,Quay trái,Liếc trái,Buồn bã
11:08:29 24/5/2026,Sao nhãng,34,73,53896,15044,789979,1334214,2922,Cúi xuống,Liếc phải,Bình thường
11:08:31 24/5/2026,Tập trung,32,84,43522,9805,718635,1281807,3823,Cúi xuống,Liếc phải,Khó chịu
11:08:32 24/5/2026,Sao nhãng,34,76,62560,7254,765026,714189,2038,Quay trái,Liếc trái,Buồn bã
11:08:33 24/5/2026,Sao nhãng,10,64,64820,11683,773159,558259,3389,Quay phải,Liếc phải,Khó chịu
11:08:34 24/5/2026,Sao nhãng,32,93,49064,12559,585620,699719,1411,Cúi xuống,Liếc phải,Buồn bã
11:08:35 24/5/2026,Sao nhãng,19,81,52236,6910,508984,788328,2303,Quay trái,Liếc trái,Khó chịu
11:08:36 24/5/2026,Tập trung,32,61,50986,3392,709207,1348749,3482,Cúi xuống,Liếc phải,Buồn bã
11:08:37 24/5/2026,Sao nhãng,28,64,35285,11234,433631,1027589,5123,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:08:38 24/5/2026,Sao nhãng,23,81,49674,13445,327094,1053083,2870,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:08:39 24/5/2026,Sao nhãng,26,77,46304,15775,619334,1167292,5050,Quay trái,Liếc lên,Ngạc nhiên
11:08:40 24/5/2026,Sao nhãng,27,68,52159,6807,549295,1355463,2304,Quay phải,Liếc phải,Khó chịu
11:08:41 24/5/2026,Sao nhãng,33,91,56752,15143,452147,578753,1748,Quay phải,Liếc phải,Bình thường
11:08:42 24/5/2026,Sao nhãng,31,72,60940,13318,758068,705004,3313,Quay phải,Liếc phải,Buồn bã
11:08:43 24/5/2026,Sao nhãng,28,71,52374,9486,748477,1336481,2407,Quay phải,Liếc phải,Khó chịu
11:08:44 24/5/2026,Sao nhãng,27,86,34340,10932,708515,1209706,4609,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:08:45 24/5/2026,Sao nhãng,12,73,60403,10496,367550,981199,4221,Quay trái,Liếc trái,Khó chịu
11:08:46 24/5/2026,Sao nhãng,40,73,51774,8198,576178,870539,3494,Quay trái,Liếc trái,Buồn bã
11:08:47 24/5/2026,Sao nhãng,28,87,33362,11250,202463,811173,3274,Quay trái,Liếc trái,Bình thường
11:08:48 24/5/2026,Sao nhãng,22,64,43222,15176,505213,625685,4180,Quay trái,Liếc trái,Buồn bã
11:08:49 24/5/2026,Sao nhãng,21,87,68102,6797,648924,1209371,2897,Quay trái,Liếc trái,Khó chịu
11:08:50 24/5/2026,Sao nhãng,37,93,44462,14901,330761,1122914,1776,Quay trái,Liếc trái,Buồn bã
11:08:51 24/5/2026,Sao nhãng,37,62,64222,5611,373056,1101360,3274,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:08:52 24/5/2026,Sao nhãng,23,91,60296,11364,795466,789679,4175,Quay phải,Liếc phải,Khó chịu
11:08:53 24/5/2026,Sao nhãng,18,78,56955,15934,704065,765028,3880,Quay trái,Liếc lên,Bình thường
11:08:54 24/5/2026,Sao nhãng,25,68,39196,7783,414995,1497627,2546,Quay phải,Liếc xuống,Buồn bã
11:08:55 24/5/2026,Sao nhãng,38,64,34169,11762,796389,991974,5561,Quay trái,Liếc lên,Buồn bã
11:08:56 24/5/2026,Sao nhãng,36,74,51297,8133,224597,944595,3342,Quay phải,Liếc phải,Buồn bã
11:08:57 24/5/2026,Sao nhãng,18,65,39147,13210,599765,773101,5120,Quay trái,Liếc trái,Buồn bã
11:08:58 24/5/2026,Sao nhãng,18,76,73324,6065,573255,1189923,2508,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:08:59 24/5/2026,Sao nhãng,24,62,52415,13374,298410,1453999,4413,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:09:00 24/5/2026,Sao nhãng,17,90,60384,14732,549470,765341,3221,Quay phải,Liếc phải,Buồn bã
11:09:01 24/5/2026,Sao nhãng,19,92,49577,6858,404553,719174,4289,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:02 24/5/2026,Sao nhãng,33,76,33436,9094,708102,590560,2674,Quay trái,Liếc trái,Ngạc nhiên
11:09:03 24/5/2026,Sao nhãng,40,67,64828,16188,777715,576953,4137,Nhìn thẳng,Nhìn thẳng,Bình thường
11:09:04 24/5/2026,Sao nhãng,29,71,54888,16857,417152,1061482,3214,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:05 24/5/2026,Sao nhãng,34,86,61453,11624,339989,1261741,3053,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:06 24/5/2026,Tập trung,24,81,49629,8190,365154,1038256,3996,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:09:07 24/5/2026,Sao nhãng,38,88,56118,10130,206782,1336891,2002,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:08 24/5/2026,Sao nhãng,14,78,75306,17743,777200,1301998,4210,Quay phải,Liếc phải,Khó chịu
11:09:09 24/5/2026,Sao nhãng,16,92,45145,13474,625743,1437073,3310,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:10 24/5/2026,Sao nhãng,14,62,45152,7853,780087,528057,3508,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:09:11 24/5/2026,Sao nhãng,10,70,60210,10855,752926,1148827,2016,Quay trái,Liếc trái,Buồn bã
11:09:12 24/5/2026,Sao nhãng,39,65,51591,3526,307453,553412,4535,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:09:13 24/5/2026,Sao nhãng,23,71,32594,9064,551044,1301502,3515,Quay trái,Liếc trái,Buồn bã
11:09:14 24/5/2026,Sao nhãng,39,82,57212,17299,701229,559828,3857,Quay phải,Liếc phải,Khó chịu
11:09:15 24/5/2026,Sao nhãng,29,67,58989,10100,378314,685099,3842,Quay phải,Liếc phải,Bình thường
11:09:16 24/5/2026,Tập trung,32,79,60635,7309,402603,1473350,4711,Quay trái,Liếc lên,Buồn bã
11:09:17 24/5/2026,Sao nhãng,28,82,51382,9269,496804,806473,3054,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:09:18 24/5/2026,Sao nhãng,19,83,45283,11752,655227,670351,5106,Nhìn thẳng,Nhìn thẳng,Ngạc nhiên
11:09:19 24/5/2026,Sao nhãng,16,66,60267,5160,597496,1398030,5081,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:09:20 24/5/2026,Sao nhãng,15,76,46353,19201,282458,658160,3775,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:09:21 24/5/2026,Sao nhãng,22,77,54067,15038,736260,871275,4629,Quay phải,Liếc phải,Buồn bã
11:09:22 24/5/2026,Sao nhãng,25,68,46954,8745,210132,694236,3494,Nhìn thẳng,Nhìn thẳng,Bình thường
11:09:23 24/5/2026,Sao nhãng,37,62,55203,16769,791111,1059471,3841,Quay phải,Liếc phải,Buồn bã
11:09:25 24/5/2026,Sao nhãng,33,90,43272,12596,712448,595817,3255,Quay phải,Liếc phải,Bình thường
11:09:26 24/5/2026,Sao nhãng,29,94,54607,6132,751056,1104677,3572,Quay phải,Liếc phải,Bình thường
11:09:27 24/5/2026,Sao nhãng,21,73,56760,10886,402030,989679,3431,Quay phải,Liếc phải,Khó chịu
11:09:28 24/5/2026,Sao nhãng,39,64,64141,10853,516745,1391549,2746,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:29 24/5/2026,Sao nhãng,32,91,60545,9354,321082,1032853,2116,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:09:30 24/5/2026,Sao nhãng,16,76,44283,7579,582872,800632,3018,Quay phải,Liếc phải,Buồn bã
11:09:31 24/5/2026,Sao nhãng,20,88,31534,6749,549598,1083624,1185,Quay trái,Liếc trái,Bình thường
11:09:32 24/5/2026,Sao nhãng,10,83,51848,9366,489364,1298464,2713,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:33 24/5/2026,Sao nhãng,36,71,53265,9870,266731,1430715,3537,Quay phải,Liếc phải,Khó chịu
11:09:34 24/5/2026,Sao nhãng,32,64,46607,13514,281698,1225255,3525,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:35 24/5/2026,Sao nhãng,28,89,67022,6943,797120,993146,1403,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:09:36 24/5/2026,Sao nhãng,36,79,50940,4095,756971,699941,3733,Quay trái,Liếc trái,Buồn bã
11:09:37 24/5/2026,Sao nhãng,19,95,60465,10811,321203,852299,2016,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:09:38 24/5/2026,Sao nhãng,12,76,48729,17668,609149,924817,2755,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:09:39 24/5/2026,Sao nhãng,28,62,34899,6712,665979,1335786,1799,Quay phải,Liếc xuống,Buồn bã
11:09:40 24/5/2026,Sao nhãng,37,62,55752,10208,518968,1377483,4247,Quay phải,Liếc phải,Buồn bã
11:09:41 24/5/2026,Sao nhãng,17,90,41820,14498,733516,971907,1908,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:42 24/5/2026,Sao nhãng,25,84,49308,10116,364514,1454489,3758,Quay trái,Liếc lên,Bình thường
11:09:43 24/5/2026,Sao nhãng,37,95,56369,9764,217842,966673,5223,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:09:44 24/5/2026,Sao nhãng,35,64,54817,7845,645019,1401085,3514,Quay phải,Liếc phải,Buồn bã
11:09:45 24/5/2026,Sao nhãng,39,72,49133,13401,330368,729685,3620,Nhìn thẳng,Nhìn thẳng,Ngạc nhiên
11:09:46 24/5/2026,Sao nhãng,22,81,40236,11433,708910,791739,3716,Quay trái,Liếc trái,Buồn bã
11:09:47 24/5/2026,Sao nhãng,17,63,44252,12779,268915,818502,4650,Quay phải,Liếc phải,Buồn bã
11:09:48 24/5/2026,Sao nhãng,27,82,58388,8275,396370,1120848,2653,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:09:49 24/5/2026,Sao nhãng,37,72,41910,16054,416244,909423,1778,Quay phải,Liếc xuống,Buồn bã
11:09:50 24/5/2026,Sao nhãng,27,66,54123,3762,662326,914969,4250,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:09:51 24/5/2026,Sao nhãng,13,87,69430,8875,269314,1065127,3881,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:09:52 24/5/2026,Sao nhãng,28,66,71341,16549,784938,1418406,2539,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:53 24/5/2026,Sao nhãng,36,63,73231,7144,236904,1201505,2925,Quay trái,Liếc trái,Khó chịu
11:09:54 24/5/2026,Sao nhãng,21,76,48699,9299,554041,829139,4500,Quay phải,Liếc phải,Buồn bã
11:09:55 24/5/2026,Sao nhãng,12,94,47526,6666,312159,754207,4207,Quay trái,Liếc trái,Buồn bã
11:09:56 24/5/2026,Sao nhãng,34,95,56476,4764,533682,856285,2728,Quay trái,Liếc trái,Khó chịu
11:09:57 24/5/2026,Sao nhãng,24,67,53006,8073,597091,858673,5325,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:09:58 24/5/2026,Sao nhãng,29,83,64883,8521,323474,882367,5774,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:09:59 24/5/2026,Sao nhãng,15,61,43396,7346,335028,1187360,2302,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:00 24/5/2026,Sao nhãng,13,92,57715,9997,764798,1319306,2145,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
11:10:01 24/5/2026,Sao nhãng,38,79,35138,6885,231426,1052307,3999,Quay phải,Liếc phải,Khó chịu
11:10:02 24/5/2026,Tập trung,20,82,42615,9363,451331,1295359,3614,Quay phải,Liếc xuống,Buồn bã
11:10:03 24/5/2026,Sao nhãng,38,68,42014,13589,586540,729231,2905,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:10:04 24/5/2026,Sao nhãng,16,78,64998,7805,641833,1181720,2758,Nhìn thẳng,Nhìn thẳng,Sợ hãi
11:10:05 24/5/2026,Tập trung,25,76,45967,4763,381282,638274,3595,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:06 24/5/2026,Sao nhãng,32,72,30008,14395,404775,997774,3193,Quay phải,Liếc xuống,Khó chịu
11:10:07 24/5/2026,Sao nhãng,26,87,23851,9399,483038,1081315,2389,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:10:08 24/5/2026,Sao nhãng,40,64,38771,17926,463758,911092,1332,Quay trái,Liếc trái,Buồn bã
11:10:09 24/5/2026,Sao nhãng,36,94,50177,10734,525198,1056725,4052,Quay trái,Liếc lên,Khó chịu
11:10:10 24/5/2026,Sao nhãng,36,70,45158,12010,648873,1236629,2606,Quay trái,Liếc trái,Buồn bã
11:10:11 24/5/2026,Sao nhãng,12,90,46725,3167,644596,892499,3456,Quay trái,Liếc trái,Khó chịu
11:10:12 24/5/2026,Sao nhãng,35,94,44232,18724,382736,1160582,3948,Quay phải,Liếc phải,Bình thường
11:10:13 24/5/2026,Sao nhãng,28,83,74086,12032,614352,1146821,2900,Quay trái,Liếc trái,Buồn bã
11:10:19 24/5/2026,Sao nhãng,20,70,39873,5096,705671,615507,4010,Quay phải,Liếc phải,Buồn bã
11:10:20 24/5/2026,Sao nhãng,21,86,63491,13460,413774,1241202,3048,Quay trái,Liếc trái,Buồn bã
11:10:21 24/5/2026,Sao nhãng,21,73,59982,7614,586354,1266850,3790,Quay phải,Liếc phải,Buồn bã
11:10:22 24/5/2026,Sao nhãng,28,75,46328,14883,262534,839240,5485,Cúi xuống,Liếc phải,Buồn bã
11:10:23 24/5/2026,Sao nhãng,25,79,58536,10906,731150,572002,4050,Quay phải,Liếc phải,Khó chịu
11:10:24 24/5/2026,Sao nhãng,24,69,60343,4390,464174,875944,2846,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
11:10:25 24/5/2026,Sao nhãng,32,71,63661,16591,283792,1171419,2850,Quay trái,Liếc trái,Buồn bã
11:10:26 24/5/2026,Sao nhãng,38,88,46673,14438,686402,1235198,2880,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:10:27 24/5/2026,Sao nhãng,33,83,62830,14618,592055,1150118,5148,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:28 24/5/2026,Sao nhãng,11,84,54073,17817,751640,887458,2674,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:29 24/5/2026,Sao nhãng,36,87,71247,10958,286977,1273649,4290,Quay phải,Liếc phải,Buồn bã
11:10:30 24/5/2026,Sao nhãng,21,61,42720,5768,455411,1123334,4728,Quay phải,Liếc phải,Buồn bã
11:10:31 24/5/2026,Sao nhãng,12,87,50238,11294,243580,1131861,3417,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
11:10:32 24/5/2026,Sao nhãng,37,64,35122,16600,329975,836315,3584,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:10:33 24/5/2026,Sao nhãng,18,77,55795,16261,339520,996381,4729,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:10:34 24/5/2026,Sao nhãng,11,93,74898,14149,760049,572645,3509,Nhìn thẳng,Nhìn thẳng,Bình thường
11:10:35 24/5/2026,Sao nhãng,14,70,46989,18113,212182,1148241,3109,Quay trái,Liếc lên,Buồn bã
11:10:36 24/5/2026,Sao nhãng,24,84,52823,4445,283364,771954,3745,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:10:37 24/5/2026,Tập trung,33,90,62583,14069,242800,1158055,1914,Quay trái,Liếc lên,Buồn bã
11:10:38 24/5/2026,Sao nhãng,24,63,50674,4484,626741,715652,3441,Không tìm thấy mặt,Không tìm thấy mắt,Sợ hãi
11:10:39 24/5/2026,Sao nhãng,23,79,40543,11464,630609,967290,2701,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:10:40 24/5/2026,Sao nhãng,15,75,57617,13182,384411,944744,3996,Quay trái,Liếc trái,Buồn bã
11:10:41 24/5/2026,Sao nhãng,30,79,78375,18030,400811,627057,2912,Cúi xuống,Liếc phải,Buồn bã
11:10:42 24/5/2026,Sao nhãng,26,92,59885,5228,560404,1317366,5059,Không tìm thấy mặt,Không tìm thấy mắt,Bình thường
11:10:43 24/5/2026,Sao nhãng,16,61,59837,17139,357186,992855,3652,Nhìn thẳng,Nhìn thẳng,Bình thường
11:10:44 24/5/2026,Sao nhãng,36,70,53380,7344,625518,1377768,3996,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:45 24/5/2026,Sao nhãng,35,85,30226,12104,409883,1200859,2262,Quay phải,Liếc phải,Khó chịu
11:10:46 24/5/2026,Sao nhãng,25,65,51267,8942,663347,1171557,4105,Quay phải,Liếc phải,Bình thường
11:10:47 24/5/2026,Sao nhãng,28,87,75738,7195,256750,745158,3029,Quay phải,Liếc phải,Buồn bã
11:10:48 24/5/2026,Sao nhãng,40,84,43672,13202,733094,1484231,5175,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:10:49 24/5/2026,Sao nhãng,20,67,61192,7064,291110,628899,3832,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:10:50 24/5/2026,Sao nhãng,36,60,60647,11915,534255,1467273,4186,Quay trái,Liếc trái,Khó chịu
11:10:51 24/5/2026,Sao nhãng,36,81,66729,11777,663846,1248519,4560,Quay trái,Liếc trái,Buồn bã
11:10:52 24/5/2026,Sao nhãng,12,66,52523,10519,747767,509124,3756,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:53 24/5/2026,Sao nhãng,30,63,30740,6531,207435,1344131,3075,Quay trái,Liếc lên,Buồn bã
11:10:54 24/5/2026,Sao nhãng,11,87,69355,11912,788237,1221589,4467,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:55 24/5/2026,Sao nhãng,24,92,44520,9444,565092,516714,4913,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:10:56 24/5/2026,Sao nhãng,33,67,55146,13701,785332,1079191,4168,Quay trái,Liếc trái,Bình thường
11:10:57 24/5/2026,Sao nhãng,19,89,49158,13953,796518,861875,3279,Quay phải,Liếc xuống,Khó chịu
11:10:58 24/5/2026,Sao nhãng,37,92,58992,14938,785985,788063,3977,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
11:10:59 24/5/2026,Sao nhãng,29,69,55875,16738,640998,1120729,5147,Quay phải,Liếc phải,Buồn bã
11:11:00 24/5/2026,Sao nhãng,15,86,63455,6177,450707,731123,2940,Quay trái,Liếc trái,Khó chịu
11:11:01 24/5/2026,Sao nhãng,22,83,35312,14121,282044,1007763,4054,Ngẩng lên,Liếc trái,Sợ hãi
11:11:02 24/5/2026,Sao nhãng,28,68,61851,17862,427041,725954,3254,Quay trái,Liếc trái,Buồn bã
11:11:03 24/5/2026,Sao nhãng,12,81,35444,6980,663539,978318,5037,Quay trái,Liếc lên,Khó chịu
11:11:04 24/5/2026,Sao nhãng,35,82,47528,11504,517323,1131041,3725,Quay phải,Liếc phải,Bình thường
11:11:05 24/5/2026,Sao nhãng,34,85,46052,5509,360861,1483605,4325,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:11:06 24/5/2026,Sao nhãng,29,83,71247,13687,667094,1319653,4291,Nhìn thẳng,Nhìn thẳng,Khó chịu
11:11:08 24/5/2026,Sao nhãng,22,87,49707,10261,536210,1234848,3173,Nhìn thẳng,Nhìn thẳng,Buồn bã
11:11:09 24/5/2026,Sao nhãng,34,79,57883,5173,301060,1143267,3657,Quay trái,Liếc trái,Bình thường
11:11:10 24/5/2026,Sao nhãng,14,80,23480,14336,708064,537043,5328,Không tìm thấy mặt,Không tìm thấy mắt,Khó chịu
11:11:11 24/5/2026,Sao nhãng,35,76,34628,16257,757307,959719,3576,Quay trái,Liếc trái,Bình thường
11:11:12 24/5/2026,Sao nhãng,26,84,31058,10930,476827,593765,5718,Quay phải,Liếc phải,Buồn bã
11:11:13 24/5/2026,Sao nhãng,33,86,62681,7915,408601,1401091,3378,Không tìm thấy mặt,Không tìm thấy mắt,Buồn bã
